Josip Hatze,Pietro Mascagni
Antonín Kraft,Joseph Haydn
Antonín Kraft,Ludwig van Beethoven
Antonín Kraft,Wolfgang Amadeus Mozart
Gottfried Heinrich Stölzel,Antonio Maria Bononcini
Gottfried Heinrich Stölzel,Antonio Vivaldi
Gottfried Heinrich Stölzel,Carl Friedrich Zelter
Gottfried Heinrich Stölzel,Christian Petzold (composer)
Gottfried Heinrich Stölzel,Francesco Gasparini
Gottfried Heinrich Stölzel,Georg Philipp Telemann
Gottfried Heinrich Stölzel,Günter Wand
Gottfried Heinrich Stölzel,Johann Adam Hiller
Gottfried Heinrich Stölzel,Johann David Heinichen
Gottfried Heinrich Stölzel,Johann Friedrich Fasch
Gottfried Heinrich Stölzel,Johann Kuhnau
Gottfried Heinrich Stölzel,Johann Ludwig Bach
Gottfried Heinrich Stölzel,Johann Sebastian Bach
Gottfried Heinrich Stölzel,Johann Theile
Gottfried Heinrich Stölzel,Wilhelm Friedemann Bach
Heinrich Bach,Carl Philipp Emanuel Bach
Heinrich Bach,Johann Bernhard Bach
Heinrich Bach,Johann Christoph Bach
Heinrich Bach,Johann Christoph Friedrich Bach
Heinrich Bach,Johann Ludwig Bach
Heinrich Bach,Johann Michael Bach
Heinrich Bach,Johann Sebastian Bach
Heinrich Bach,Wilhelm Friedemann Bach
Frederic Austin,Antonín Dvořák
Frederic Austin,Arnold Bax
Frederic Austin,Arnold Schoenberg
Frederic Austin,Benjamin Dale
Frederic Austin,Claude Debussy
Frederic Austin,Cyril Scott
Frederic Austin,César Franck
Frederic Austin,Edward Elgar
Frederic Austin,Ernest Austin
Frederic Austin,Ethel Smyth
Frederic Austin,George Frideric Handel
Frederic Austin,Hamilton Harty
Frederic Austin,Havergal Brian
Frederic Austin,Hector Berlioz
Frederic Austin,Hubert Parry
Frederic Austin,Hugo Wolf
Frederic Austin,Johann Sebastian Bach
Frederic Austin,Joseph Holbrooke
Frederic Austin,Ludwig van Beethoven
Frederic Austin,Max Bruch
Frederic Austin,Pyotr Ilyich Tchaikovsky
Frederic Austin,Ralph Vaughan Williams
Frederic Austin,Richard Strauss
Frederic Austin,Richard Wagner
Frederic Austin,Robert Schumann
Frederic Austin,Roger Quilter
Frederic Austin,Rutland Boughton
Frederic Austin,Samuel Coleridge-Taylor
Frederic Austin,Thomas Arne
Frederic Austin,Walford Davies
Frederic Austin,Wolfgang Amadeus Mozart
Luigi Russolo,Alexander Mosolov
Luigi Russolo,Filippo Tommaso Marinetti
Luigi Russolo,Francesco Balilla Pratella
Luigi Russolo,Leo Ornstein
Luigi Russolo,Luciano Chessa
Ildebrando Pizzetti,Antonio Scontrino
Ildebrando Pizzetti,Franco Donatoni
Ildebrando Pizzetti,Gian Francesco Malipiero
Ildebrando Pizzetti,Giovanni Tebaldini
Ildebrando Pizzetti,Giuseppe Martucci
Ildebrando Pizzetti,Mario Castelnuovo-Tedesco
Ildebrando Pizzetti,Ottorino Respighi
Joey Roukens,Klaas de Vries (composer)
Johann Gottfried Walther,Albinoni
Johann Gottfried Walther,Giuseppe Torelli
Johann Gottfried Walther,Johann Sebastian Bach
Marc Sabat,Harry Partch
Marc Sabat,James Tenney
Marc Sabat,John Oswald (composer)
Marc Sabat,Malcolm Goldstein
Marc Sabat,Richard Wagner
Marc Sabat,Wolfgang von Schweinitz
Václav Trojan,Alois Hába
Václav Trojan,Vítězslav Novák
Scott Joplin,Arthur Marshall (composer)
Scott Joplin,Frédéric Chopin
Scott Joplin,George Gershwin
Scott Joplin,John Philip Sousa
Scott Joplin,Richard Wagner
Erik Satie,Aaron Copland
Erik Satie,Arnold Schoenberg
Erik Satie,Arthur Honegger
Erik Satie,Charles Ives
Erik Satie,Claude Debussy
Erik Satie,Darius Milhaud
Erik Satie,Dmitri Shostakovich
Erik Satie,Edgard Varèse
Erik Satie,Filippo Tommaso Marinetti
Erik Satie,Georges Auric
Erik Satie,Germaine Tailleferre
Erik Satie,Gioachino Rossini
Erik Satie,György Ligeti
Erik Satie,Harry Partch
Erik Satie,Henri Dutilleux
Erik Satie,Henri Sauguet
Erik Satie,Henry Cowell
Erik Satie,Henryk Górecki
Erik Satie,Iannis Xenakis
Erik Satie,Igor Stravinsky
Erik Satie,Jean Barraqué
Erik Satie,John Cage
Erik Satie,Josef Matthias Hauer
Erik Satie,Krzysztof Penderecki
Erik Satie,Kurt Weill
Erik Satie,Leoš Janáček
Erik Satie,Luciano Berio
Erik Satie,Luigi Nono
Erik Satie,Luigi Russolo
Erik Satie,Maurice Ravel
Erik Satie,Nadia Boulanger
Erik Satie,Olivier Messiaen
Erik Satie,Paul Hindemith
Erik Satie,Pierre Boulez
Erik Satie,Pierre Schaeffer
Erik Satie,Richard Strauss
Erik Satie,Richard Wagner
Erik Satie,Sergei Prokofiev
Francesco Manfredini,Antonio Vivaldi
Francesco Manfredini,Giuseppe Torelli
Francesco Manfredini,Jaroslav Krček
Francesco Manfredini,Johann Sebastian Bach
Carrie Jacobs-Bond,Carrie Jacobs-Bond
Ernest Schelling,Hans Huber (composer)
Ernest Schelling,Moritz Moszkowski
Ernest Schelling,Theodor Leschetizky
Benjamin Dale,Alexander Glazunov
Benjamin Dale,Alexander Mackenzie (composer)
Benjamin Dale,Arnold Bax
Benjamin Dale,Arthur Sullivan
Benjamin Dale,Claude Debussy
Benjamin Dale,Eric Coates
Benjamin Dale,Franz Liszt
Benjamin Dale,John Blackwood McEwen
Benjamin Dale,Ludwig van Beethoven
Benjamin Dale,Mily Balakirev
Benjamin Dale,Pyotr Ilyich Tchaikovsky
Benjamin Dale,Richard Strauss
Benjamin Dale,Richard Wagner
Benjamin Dale,Robert Schumann
Benjamin Dale,York Bowen
Arvo Pärt,Arnold Schoenberg
Arvo Pärt,Benjamin Britten
Arvo Pärt,Béla Bartók
Arvo Pärt,Dmitri Shostakovich
Arvo Pärt,Eugen Suchoň
Arvo Pärt,Ferenc Farkas
Arvo Pärt,György Kurtág
Arvo Pärt,György Ligeti
Arvo Pärt,Heino Eller
Arvo Pärt,Heinz Holliger
Arvo Pärt,Henryk Górecki
Arvo Pärt,Igor Stravinsky
Arvo Pärt,Johann Sebastian Bach
Arvo Pärt,John Tavener
Arvo Pärt,Ján Cikker
Arvo Pärt,Keith Jarrett
Arvo Pärt,Krzysztof Penderecki
Arvo Pärt,La Monte Young
Arvo Pärt,Leonard Bernstein
Arvo Pärt,Louis Andriessen
Arvo Pärt,Michael Nyman
Arvo Pärt,Olivier Messiaen
Arvo Pärt,Pancho Vladigerov
Arvo Pärt,Pierre Boulez
Arvo Pärt,Pēteris Vasks
Arvo Pärt,Sergei Prokofiev
Arvo Pärt,Simeon ten Holt
Arvo Pärt,Sofia Gubaidulina
Arvo Pärt,Terry Riley
Arvo Pärt,Theodore Antoniou
Arvo Pärt,Tikhon Khrennikov
Arvo Pärt,Zoltán Kodály
Arvo Pärt,Ștefan Niculescu
Samuel Wesley,Johann Sebastian Bach
Samuel Wesley,Thomas Arne
George Lloyd (composer),Harry Farjeon
George Lloyd (composer),John Ogdon
George Lloyd (composer),Vincenzo Bellini
Leo Ornstein,Aaron Copland
Leo Ornstein,Alberto Ginastera
Leo Ornstein,Alexander Glazunov
Leo Ornstein,Arnold Schoenberg
Leo Ornstein,Arthur Honegger
Leo Ornstein,Benjamin Britten
Leo Ornstein,Béla Bartók
Leo Ornstein,Carl Ruggles
Leo Ornstein,Charles Amirkhanian
Leo Ornstein,Charles Ives
Leo Ornstein,Claude Debussy
Leo Ornstein,Conlon Nancarrow
Leo Ornstein,Darius Milhaud
Leo Ornstein,Dmitri Shostakovich
Leo Ornstein,Edgard Varèse
Leo Ornstein,Edvard Grieg
Leo Ornstein,Ernest Bloch
Leo Ornstein,Ernst Toch
Leo Ornstein,Ferruccio Busoni
Leo Ornstein,Franz Liszt
Leo Ornstein,Frédéric Chopin
Leo Ornstein,Gavriil Popov (composer)
Leo Ornstein,George Gershwin
Leo Ornstein,Gilberto Mendes
Leo Ornstein,Gustav Mahler
Leo Ornstein,György Ligeti
Leo Ornstein,Hans Werner Henze
Leo Ornstein,Henri Dutilleux
Leo Ornstein,Henry Cowell
Leo Ornstein,Iannis Xenakis
Leo Ornstein,Igor Markevitch
Leo Ornstein,Igor Stravinsky
Leo Ornstein,Jacques Calonne
Leo Ornstein,Johann Sebastian Bach
Leo Ornstein,John Cage
Leo Ornstein,Josef Hofmann
Leo Ornstein,Karlheinz Stockhausen
Leo Ornstein,Kurt Weill
Leo Ornstein,Leonard Bernstein
Leo Ornstein,Leoš Janáček
Leo Ornstein,Luciano Berio
Leo Ornstein,Ludwig van Beethoven
Leo Ornstein,Luigi Nono
Leo Ornstein,Maurice Ravel
Leo Ornstein,Michael Tippett
Leo Ornstein,Nikolai Myaskovsky
Leo Ornstein,Nikolai Roslavets
Leo Ornstein,Olivier Messiaen
Leo Ornstein,Ossip Gabrilowitsch
Leo Ornstein,Pierre Boulez
Leo Ornstein,Richard Strauss
Leo Ornstein,Robert Schumann
Leo Ornstein,Ruth Crawford Seeger
Leo Ornstein,Samuel Barber
Leo Ornstein,Sergei Prokofiev
Leo Ornstein,Sergei Rachmaninoff
Leo Ornstein,Walter Piston
Leo Ornstein,William Walton
Leo Ornstein,Zoltán Kodály
Ferruccio Busoni,Armas Järnefelt
Ferruccio Busoni,Arnold Schoenberg
Ferruccio Busoni,Artur Schnabel
Ferruccio Busoni,Béla Bartók
Ferruccio Busoni,Carl Nielsen
Ferruccio Busoni,Carl Reinecke
Ferruccio Busoni,Claude Debussy
Ferruccio Busoni,César Franck
Ferruccio Busoni,E. T. A. Hoffmann
Ferruccio Busoni,Edgard Varèse
Ferruccio Busoni,Edward Elgar
Ferruccio Busoni,Ferruccio Busoni
Ferruccio Busoni,Filippo Tommaso Marinetti
Ferruccio Busoni,Franz Liszt
Ferruccio Busoni,Frédéric Chopin
Ferruccio Busoni,Giacomo Meyerbeer
Ferruccio Busoni,Giuseppe Verdi
Ferruccio Busoni,Hugo Wolf
Ferruccio Busoni,Igor Stravinsky
Ferruccio Busoni,Jean Sibelius
Ferruccio Busoni,Johann Sebastian Bach
Ferruccio Busoni,José Vianna da Motta
Ferruccio Busoni,Karl Goldmark
Ferruccio Busoni,Kurt Weill
Ferruccio Busoni,Louis Gruenberg
Ferruccio Busoni,Ludwig van Beethoven
Ferruccio Busoni,Niccolò Paganini
Ferruccio Busoni,Richard Wagner
Ferruccio Busoni,Robert Schumann
Ferruccio Busoni,Wolfgang Amadeus Mozart
Faraj Garayev,Gara Garayev
Jorge Villavicencio Grossmann,John Harbison
Niccolò Paganini,Alessandro Rolla
Niccolò Paganini,Alexander Dargomyzhsky
Niccolò Paganini,Alfredo Casella
Niccolò Paganini,Anton Bruckner
Niccolò Paganini,Antonio Vivaldi
Niccolò Paganini,Arcangelo Corelli
Niccolò Paganini,Bedřich Smetana
Niccolò Paganini,Bettina von Arnim
Niccolò Paganini,Boris Blacher
Niccolò Paganini,Carl Loewe
Niccolò Paganini,Carl Maria von Weber
Niccolò Paganini,Cesare Pugni
Niccolò Paganini,Clara Schumann
Niccolò Paganini,César Franck
Niccolò Paganini,Daniel Auber
Niccolò Paganini,E. T. A. Hoffmann
Niccolò Paganini,Eugène Ysaÿe
Niccolò Paganini,Fanny Mendelssohn
Niccolò Paganini,Ferdinand David (musician)
Niccolò Paganini,Ferdinando Paer
Niccolò Paganini,Franz Lehár
Niccolò Paganini,Franz Liszt
Niccolò Paganini,Friedrich Kalkbrenner
Niccolò Paganini,Fritz Kreisler
Niccolò Paganini,Frédéric Chopin
Niccolò Paganini,Félicien David
Niccolò Paganini,Gabriel Fauré
Niccolò Paganini,Gaetano Donizetti
Niccolò Paganini,Gaspare Spontini
Niccolò Paganini,George Onslow (composer)
Niccolò Paganini,Giacomo Meyerbeer
Niccolò Paganini,Gioachino Rossini
Niccolò Paganini,Giovanni Battista Viotti
Niccolò Paganini,Giuseppe Tartini
Niccolò Paganini,Giuseppe Verdi
Niccolò Paganini,Hector Berlioz
Niccolò Paganini,Heinrich Marschner
Niccolò Paganini,Jan Václav Voříšek
Niccolò Paganini,Jean-Jacques Rousseau
Niccolò Paganini,Johann Nepomuk Hummel
Niccolò Paganini,Johann Sebastian Bach
Niccolò Paganini,José Melchor Gomis
Niccolò Paganini,Louis Niedermeyer
Niccolò Paganini,Louis Spohr
Niccolò Paganini,Ludwig van Beethoven
Niccolò Paganini,Luigi Cherubini
Niccolò Paganini,Mario Castelnuovo-Tedesco
Niccolò Paganini,Mauro Giuliani
Niccolò Paganini,Modest Mussorgsky
Niccolò Paganini,Nikolai Rimsky-Korsakov
Niccolò Paganini,Philip Wilby
Niccolò Paganini,Pietro Locatelli
Niccolò Paganini,Richard Wagner
Niccolò Paganini,Robert Franz
Niccolò Paganini,Robert Schumann
Niccolò Paganini,Rodolphe Kreutzer
Niccolò Paganini,Sergei Rachmaninoff
Niccolò Paganini,Sigismond Thalberg
Niccolò Paganini,Stanisław Moniuszko
Niccolò Paganini,Vincenzo Bellini
Niccolò Paganini,Émile Prudent
Niccolò Paganini,Étienne Méhul
Ma Sicong,Claude Debussy
Ma Sicong,Niccolò Paganini
Ma Sicong,Sergei Prokofiev
Klaas de Vries (composer),Andreas Kunstein
Klaas de Vries (composer),António Chagas Rosa
Klaas de Vries (composer),Bart Berman
Klaas de Vries (composer),Charles Ives
Klaas de Vries (composer),César de Oliveira
Klaas de Vries (composer),Dick Raaymakers
Klaas de Vries (composer),Diderik Wagenaar
Klaas de Vries (composer),Edward Top
Klaas de Vries (composer),Gottfried Michael Koenig
Klaas de Vries (composer),Guus Janssen
Klaas de Vries (composer),Jan Vriend
Klaas de Vries (composer),Joey Roukens
Klaas de Vries (composer),Klas Torstensson
Klaas de Vries (composer),Louis Andriessen
Klaas de Vries (composer),Michel van der Aa
Klaas de Vries (composer),Oscar van Dillen
Klaas de Vries (composer),Peter Schat
Klaas de Vries (composer),Tristan Keuris
Carel Anton Fodor,Johann Wilhelm Wilms
Carel Anton Fodor,Joseph Haydn
Helen Fisher (composer),David Farquhar
Clara Schumann,Adolf von Henselt
Clara Schumann,Anton Bruckner
Clara Schumann,Edvard Grieg
Clara Schumann,Franz Liszt
Clara Schumann,Friedrich Kalkbrenner
Clara Schumann,Frédéric Chopin
Clara Schumann,Johann Peter Pixis
Clara Schumann,Joseph Joachim
Clara Schumann,Niccolò Paganini
Clara Schumann,Richard Strauss
Clara Schumann,Richard Wagner
Clara Schumann,Robert Schumann
Clara Schumann,Sigismond Thalberg
Vyacheslav Artyomov,Alexander Knaifel
Vyacheslav Artyomov,Anton Bruckner
Vyacheslav Artyomov,Edison Denisov
Vyacheslav Artyomov,Elena Firsova
Vyacheslav Artyomov,Sofia Gubaidulina
Florian Leopold Gassmann,Antonio Salieri
Florian Leopold Gassmann,Johann Baptist Wanhal
Michel Blavet,Jean-Joseph de Mondonville
Michel Blavet,Jean-Marie Leclair
Michel Blavet,Johann Joachim Quantz
Daniel Friderici,Johann Crüger
Alexei Haieff,Harold Shapero
Alexei Haieff,Nadia Boulanger
Jacques de Saint-Luc,Charles Mouton
Ian Parrott,Cyril Scott
Ian Parrott,Edward Elgar
Ian Parrott,Guillaume Dufay
Ben-Zion Orgad,Aaron Copland
Ben-Zion Orgad,Josef Tal
Ben-Zion Orgad,Paul Ben-Haim
Václav Suk,Antonín Dvořák
Václav Suk,Bedřich Smetana
Václav Suk,Nikolai Rimsky-Korsakov
Václav Suk,Pyotr Ilyich Tchaikovsky
Václav Suk,Richard Wagner
Giovanni Paolo Colonna,Antonio Maria Bononcini
Giovanni Paolo Colonna,Arcangelo Corelli
Giovanni Paolo Colonna,George Frideric Handel
Giovanni Paolo Colonna,Giacomo Carissimi
Giovanni Paolo Colonna,Giovanni Bononcini
Andreas Kneller,Franz Tunder
Karl Aage Rasmussen,Antonio Vivaldi
Karl Aage Rasmussen,Carl Nielsen
Karl Aage Rasmussen,Erik Satie
Karl Aage Rasmussen,George Gershwin
Karl Aage Rasmussen,Gustav Mahler
Karl Aage Rasmussen,Igor Stravinsky
Karl Aage Rasmussen,Johann Sebastian Bach
Karl Aage Rasmussen,John Cage
Karl Aage Rasmussen,Robert Schumann
Giovanni Bottesini,Arrigo Boito
Giovanni Bottesini,Domenico Dragonetti
Giovanni Bottesini,Gioachino Rossini
Giovanni Bottesini,Giovanni Paisiello
Giovanni Bottesini,Giuseppe Verdi
Giovanni Bottesini,Johann Sebastian Bach
Giovanni Bottesini,Johannes Matthias Sperger
Giovanni Bottesini,Niccolò Paganini
Giovanni Bottesini,Vincenzo Bellini
Flor Peeters,Jules Van Nuffel
Flor Peeters,Lodewijk Mortelmans
César Cui,Alexander Borodin
César Cui,Alexander Dargomyzhsky
César Cui,Franz Liszt
César Cui,Frédéric Chopin
César Cui,Hector Berlioz
César Cui,Ludwig van Beethoven
César Cui,Mily Balakirev
César Cui,Modest Mussorgsky
César Cui,Nikolai Rimsky-Korsakov
César Cui,Richard Strauss
César Cui,Richard Wagner
César Cui,Robert Schumann
César Cui,Stanisław Moniuszko
César Cui,Wolfgang Amadeus Mozart
David Behrman,Alvin Lucier
David Behrman,Gordon Mumma
David Behrman,La Monte Young
David Behrman,Terry Riley
Tapani Puranen,Jorma Panula
Gordon Mumma,Alvin Lucier
Gordon Mumma,Arnold Schoenberg
Gordon Mumma,Béla Bartók
Gordon Mumma,Charles Ives
Gordon Mumma,David Behrman
Gordon Mumma,John Cage
Stanisław Moniuszko,Alexander Dargomyzhsky
Stanisław Moniuszko,Anton Bruckner
Stanisław Moniuszko,Bedřich Smetana
Stanisław Moniuszko,Bettina von Arnim
Stanisław Moniuszko,Carl Loewe
Stanisław Moniuszko,Carl Maria von Weber
Stanisław Moniuszko,Clara Schumann
Stanisław Moniuszko,César Cui
Stanisław Moniuszko,César Franck
Stanisław Moniuszko,Daniel Auber
Stanisław Moniuszko,E. T. A. Hoffmann
Stanisław Moniuszko,Fanny Mendelssohn
Stanisław Moniuszko,Ferdinand David (musician)
Stanisław Moniuszko,Franz Liszt
Stanisław Moniuszko,Friedrich Kalkbrenner
Stanisław Moniuszko,Frédéric Chopin
Stanisław Moniuszko,Félicien David
Stanisław Moniuszko,Gabriel Fauré
Stanisław Moniuszko,Gaetano Donizetti
Stanisław Moniuszko,Gaspare Spontini
Stanisław Moniuszko,George Onslow (composer)
Stanisław Moniuszko,Giacomo Meyerbeer
Stanisław Moniuszko,Gioachino Rossini
Stanisław Moniuszko,Giuseppe Verdi
Stanisław Moniuszko,Hans von Bülow
Stanisław Moniuszko,Hector Berlioz
Stanisław Moniuszko,Heinrich Marschner
Stanisław Moniuszko,Jan Václav Voříšek
Stanisław Moniuszko,Jean-Jacques Rousseau
Stanisław Moniuszko,Joseph Haydn
Stanisław Moniuszko,José Melchor Gomis
Stanisław Moniuszko,Louis Niedermeyer
Stanisław Moniuszko,Louis Spohr
Stanisław Moniuszko,Ludwig van Beethoven
Stanisław Moniuszko,Luigi Cherubini
Stanisław Moniuszko,Mily Balakirev
Stanisław Moniuszko,Modest Mussorgsky
Stanisław Moniuszko,Niccolò Paganini
Stanisław Moniuszko,Nikolai Rimsky-Korsakov
Stanisław Moniuszko,Richard Wagner
Stanisław Moniuszko,Robert Franz
Stanisław Moniuszko,Robert Schumann
Stanisław Moniuszko,Sigismond Thalberg
Stanisław Moniuszko,Vincenzo Bellini
Stanisław Moniuszko,Wolfgang Amadeus Mozart
Stanisław Moniuszko,Émile Prudent
Stanisław Moniuszko,Étienne Méhul
Roman Toi,Ralph Vaughan Williams
Willem van Otterloo,Eugene Aynsley Goossens
Willem van Otterloo,Jean Martinon
Willem van Otterloo,Juan José Castro
Willem van Otterloo,Miroslav Miletić
Clive Strutt,Edvard Grieg
Clive Strutt,Gustav Holst
Clive Strutt,Havergal Brian
Clive Strutt,Lennox Berkeley
Clive Strutt,Ralph Vaughan Williams
César Franck,Alexander Dargomyzhsky
César Franck,Anton Bruckner
César Franck,Bedřich Smetana
César Franck,Bettina von Arnim
César Franck,Carl Loewe
César Franck,Carl Maria von Weber
César Franck,Charles-Marie Widor
César Franck,Charles Tournemire
César Franck,Clara Schumann
César Franck,Claude Debussy
César Franck,Daniel Auber
César Franck,E. T. A. Hoffmann
César Franck,Eugène Gigout
César Franck,Eugène Ysaÿe
César Franck,Fanny Mendelssohn
César Franck,Ferdinand David (musician)
César Franck,Franz Liszt
César Franck,Friedrich Kalkbrenner
César Franck,Frédéric Chopin
César Franck,Félicien David
César Franck,Gabriel Fauré
César Franck,Gaetano Donizetti
César Franck,Gaspare Spontini
César Franck,George Onslow (composer)
César Franck,Giacomo Meyerbeer
César Franck,Gioachino Rossini
César Franck,Giuseppe Verdi
César Franck,Guillaume Lekeu
César Franck,Hans von Bülow
César Franck,Hector Berlioz
César Franck,Heinrich Marschner
César Franck,Jan Václav Voříšek
César Franck,Jean-Jacques Rousseau
César Franck,Johann Nikolaus Forkel
César Franck,Johann Sebastian Bach
César Franck,José Melchor Gomis
César Franck,Louis Niedermeyer
César Franck,Louis Spohr
César Franck,Louis Vierne
César Franck,Ludwig van Beethoven
César Franck,Luigi Cherubini
César Franck,Léo Delibes
César Franck,Marcel Dupré
César Franck,Maurice Ravel
César Franck,Modest Mussorgsky
César Franck,Niccolò Paganini
César Franck,Nikolai Rimsky-Korsakov
César Franck,Richard Wagner
César Franck,Robert Franz
César Franck,Robert Schumann
César Franck,Sigismond Thalberg
César Franck,Stanisław Moniuszko
César Franck,Théodore Dubois
César Franck,Vincenzo Bellini
César Franck,Yves Nat
César Franck,Édouard Lalo
César Franck,Émile Prudent
César Franck,Étienne Méhul
Siegmund von Hausegger,Anton Bruckner
Siegmund von Hausegger,Max von Schillings
Siegmund von Hausegger,Richard Wagner
Harold Truscott,Carl Nielsen
Harold Truscott,Erich Wolfgang Korngold
Harold Truscott,Franz Schmidt
Harold Truscott,Havergal Brian
Harold Truscott,Herbert Howells
Harold Truscott,John Ogdon
Harold Truscott,Joseph Haydn
Harold Truscott,Ludwig van Beethoven
Harold Truscott,Max Reger
Harold Truscott,Robert Simpson (composer)
Harold Truscott,Robert Volkmann
Raymond Wilding-White,Aaron Copland
Raymond Wilding-White,Arnold Schoenberg
Raymond Wilding-White,Charles Ives
Raymond Wilding-White,John Cage
Raymond Wilding-White,Luigi Dallapiccola
Richard Hofmann (composer),Richard Wetz
Richard Hofmann (composer),Salomon Jadassohn
Giovanni Maria Trabaci,Carlo Gesualdo
Giovanni Maria Trabaci,Girolamo Frescobaldi
Myriam Marbe,George Enescu
Andreas Raselius,Christoph Demantius
John Psathas,Jacqueline Fontyn
Francisco Tárrega,Angelo Gilardino
Francisco Tárrega,Enrique Granados
Francisco Tárrega,Frédéric Chopin
Francisco Tárrega,Joaquín Turina
Francisco Tárrega,Ludwig van Beethoven
Francisco Tárrega,Pablo Casals
Francisco Tárrega,Pablo de Sarasate
Johannes Eccard,Gaspare Spontini
Johannes Eccard,Giacomo Meyerbeer
Johannes Eccard,Johann Friedrich Agricola
Johannes Eccard,Johann Friedrich Reichardt
Johannes Eccard,Otto Nicolai
Johannes Eccard,Richard Strauss
Jonathan Cole,Oliver Knussen
Miguel Roig-Francolí,György Ligeti
Miguel Roig-Francolí,Joseph Haydn
Miguel Roig-Francolí,Juan Orrego-Salas
Miguel Roig-Francolí,Miguel Ángel Coria
Miguel Roig-Francolí,Tomás Luis de Victoria
Vladimir Horowitz,Artur Schnabel
Vladimir Horowitz,Claude Debussy
Vladimir Horowitz,Felix Blumenfeld
Vladimir Horowitz,Franz Liszt
Vladimir Horowitz,John Philip Sousa
Vladimir Horowitz,Leonard Bernstein
Vladimir Horowitz,Ludwig van Beethoven
Vladimir Horowitz,Modest Mussorgsky
Vladimir Horowitz,Pyotr Ilyich Tchaikovsky
Vladimir Horowitz,Robert Schumann
Vladimir Horowitz,Samuel Barber
Vladimir Horowitz,Sergei Prokofiev
Vladimir Horowitz,Sergei Rachmaninoff
Vladimir Horowitz,Vladimir Horowitz
Charles Tournemire,Charles-Marie Widor
Charles Tournemire,César Franck
Charles Tournemire,Gabriel Pierné
Charles Tournemire,Guillaume Lekeu
Charles Tournemire,Henri Büsser
Charles Tournemire,Maurice Duruflé
Douglas Lilburn,Ralph Vaughan Williams
Mily Balakirev,Alexander Borodin
Mily Balakirev,Alexander Dargomyzhsky
Mily Balakirev,Alexander Glazunov
Mily Balakirev,Anatoly Lyadov
Mily Balakirev,Bedřich Smetana
Mily Balakirev,César Cui
Mily Balakirev,Franz Liszt
Mily Balakirev,Frédéric Chopin
Mily Balakirev,Hector Berlioz
Mily Balakirev,Igor Stravinsky
Mily Balakirev,Jean Sibelius
Mily Balakirev,Ludwig van Beethoven
Mily Balakirev,Modest Mussorgsky
Mily Balakirev,Nikolai Rimsky-Korsakov
Mily Balakirev,Pyotr Ilyich Tchaikovsky
Mily Balakirev,Robert Schumann
Mily Balakirev,Wolfgang Amadeus Mozart
Younghi Pagh-Paan,Brian Ferneyhough
Younghi Pagh-Paan,Klaus Huber
Vladimir Cosma,Ferruccio Busoni
Vladimir Cosma,Nadia Boulanger
Arthur Honegger,Aaron Copland
Arthur Honegger,Alfredo Casella
Arthur Honegger,Benjamin Britten
Arthur Honegger,Bohuslav Martinů
Arthur Honegger,Béla Bartók
Arthur Honegger,Camargo Guarnieri
Arthur Honegger,Charles-Marie Widor
Arthur Honegger,Darius Milhaud
Arthur Honegger,George Enescu
Arthur Honegger,Georges Auric
Arthur Honegger,Germaine Tailleferre
Arthur Honegger,Igor Stravinsky
Arthur Honegger,Johann Sebastian Bach
Arthur Honegger,Manuel de Falla
Arthur Honegger,Maurice Ravel
Arthur Honegger,Paul Hindemith
Arthur Honegger,Zoltán Kodály
Shulamit Ran,Jorge Liderman
Shulamit Ran,Melinda Wagner
Shulamit Ran,Morton Gould
Shulamit Ran,Wayne Peterson
Charles Martin Loeffler,Claude Debussy
Charles Martin Loeffler,César Franck
Charles Martin Loeffler,Eugène Ysaÿe
Charles Martin Loeffler,Ferruccio Busoni
Charles Martin Loeffler,Francis Judd Cooke
Charles Martin Loeffler,Fritz Kreisler
Charles Martin Loeffler,Gabriel Fauré
Charles Martin Loeffler,George Gershwin
Charles Martin Loeffler,Jean Sibelius
Charles Martin Loeffler,Joseph Joachim
Charles Martin Loeffler,Richard Strauss
Ion Nonna Otescu,Charles-Marie Widor
Ion Nonna Otescu,Felicia Donceanu
Ion Nonna Otescu,Irina Odagescu
Ion Nonna Otescu,Maia Ciobanu
Ion Nonna Otescu,Pascal Bentoiu
Ion Nonna Otescu,Roman Vlad
Ion Nonna Otescu,Tudor Ciortea
Slavko Osterc,Alois Hába
Slavko Osterc,Leoš Janáček
Slavko Osterc,Vítězslav Novák
Johann Nikolaus Hanff,George Frideric Handel
Peeter Süda,Alexander Glazunov
Peeter Süda,Anatoly Lyadov
Peeter Süda,Jāzeps Vītols
Samuel Jones (composer),Eugene Aynsley Goossens
Samuel Jones (composer),Gabriela Lena Frank
Samuel Jones (composer),Howard Hanson
Samuel Jones (composer),Wayne Barlow
Tikhon Khrennikov,Aram Khachaturian
Tikhon Khrennikov,Béla Bartók
Tikhon Khrennikov,Dmitri Shostakovich
Tikhon Khrennikov,György Ligeti
Tikhon Khrennikov,Igor Stravinsky
Tikhon Khrennikov,Mikhail Gnessin
Tikhon Khrennikov,Nikolai Myaskovsky
Tikhon Khrennikov,Nikolai Roslavets
Tikhon Khrennikov,Sergei Prokofiev
Tikhon Khrennikov,Vano Muradeli
Tikhon Khrennikov,Vissarion Shebalin
Tikhon Khrennikov,Zoltán Kodály
Julia Tsenova,Pancho Vladigerov
Josef Anton Riedl,Carl Orff
Josef Anton Riedl,Lorenzo Ferrero
Carl Orff,Claude Debussy
