Josip Hatze,Pietro Mascagni
Carl Orff,Claudio Monteverdi
Carl Orff,Friedrich Nietzsche
Carl Orff,Igor Stravinsky
Carl Orff,Peter Abelard
Carl Orff,Richard Strauss
Kamran Ince,Samuel Adler (composer)
Kamran Ince,İlhan Baran
Mary Jeanne van Appledorn,Alan Hovhaness
Giuseppe Torelli,Arcangelo Corelli
Giuseppe Torelli,Francesco Manfredini
Giuseppe Torelli,Maurizio Cazzati
Natela Svanidze,Andria Balanchivadze
Xavier Pagès i Corella,Lou Harrison
William Hayes (composer),Arcangelo Corelli
William Hayes (composer),Benedetto Marcello
William Hayes (composer),George Frideric Handel
William Hayes (composer),Hubert Parry
William Hayes (composer),John Stainer
William Hayes (composer),Philip Hayes (composer)
Sigismondo d'India,Carlo Gesualdo
Sigismondo d'India,Claudio Monteverdi
Otto Albert Tichý,Vítězslav Novák
Jens Bjerre Jacobsen,Carl Nielsen
Isaac Nathan,Carl Loewe
Isaac Nathan,Fanny Mendelssohn
Isaac Nathan,Joseph Joachim
Isaac Nathan,Ludwig van Beethoven
Isaac Nathan,Mily Balakirev
Isaac Nathan,Modest Mussorgsky
Isaac Nathan,Peter Sculthorpe
Isaac Nathan,Robert Schumann
Isaac Nathan,Wolfgang Amadeus Mozart
Carl Heinrich Biber,Heinrich Ignaz Franz Biber
Carl Heinrich Biber,Leopold Mozart
Abram Chasins,Ossip Gabrilowitsch
Luigi Denza,Richard Strauss
Luigi Denza,Saverio Mercadante
Władysław Szpilman,Artur Schnabel
Władysław Szpilman,Franz Liszt
Władysław Szpilman,Franz Schreker
John Tomkins (composer),Luzzasco Luzzaschi
John Tomkins (composer),Orlando Gibbons
John Tomkins (composer),William Child
John Joubert (composer),Alan Bush
John Joubert (composer),Edward Elgar
John Joubert (composer),Hubert Parry
Johann Friedrich Agricola,Carl Heinrich Graun
Johann Friedrich Agricola,Carl Philipp Emanuel Bach
Johann Friedrich Agricola,Gaspare Spontini
Johann Friedrich Agricola,Giacomo Meyerbeer
Johann Friedrich Agricola,Johann Friedrich Reichardt
Johann Friedrich Agricola,Johann Joachim Quantz
Johann Friedrich Agricola,Johann Sebastian Bach
Johann Friedrich Agricola,Johannes Eccard
Johann Friedrich Agricola,Otto Nicolai
Johann Friedrich Agricola,Richard Strauss
Earl Kim,Arnold Schoenberg
Earl Kim,Coleridge-Taylor Perkinson
Earl Kim,Curt Cacioppo
Earl Kim,David Del Tredici
Earl Kim,Ernest Bloch
Earl Kim,John Thow
Earl Kim,Peter Maxwell Davies
Earl Kim,Richard St. Clair
Michael Denhoff,Bernd Alois Zimmermann
Michael Denhoff,György Kurtág
Michael Denhoff,Günter Bialas
Michael Denhoff,Hans Werner Henze
Michael Denhoff,Olivier Messiaen
E. T. A. Hoffmann,Alexander Dargomyzhsky
E. T. A. Hoffmann,Annette von Droste-Hülshoff
E. T. A. Hoffmann,Anton Bruckner
E. T. A. Hoffmann,Bedřich Smetana
E. T. A. Hoffmann,Bettina von Arnim
E. T. A. Hoffmann,Carl Loewe
E. T. A. Hoffmann,Carl Maria von Weber
E. T. A. Hoffmann,Christoph Willibald Gluck
E. T. A. Hoffmann,Clara Schumann
E. T. A. Hoffmann,César Franck
E. T. A. Hoffmann,Daniel Auber
E. T. A. Hoffmann,Fanny Mendelssohn
E. T. A. Hoffmann,Ferdinand David (musician)
E. T. A. Hoffmann,Franz Liszt
E. T. A. Hoffmann,Friedrich Kalkbrenner
E. T. A. Hoffmann,Frédéric Chopin
E. T. A. Hoffmann,Félicien David
E. T. A. Hoffmann,Gabriel Fauré
E. T. A. Hoffmann,Gaetano Donizetti
E. T. A. Hoffmann,Gaspare Spontini
E. T. A. Hoffmann,George Onslow (composer)
E. T. A. Hoffmann,Giacomo Meyerbeer
E. T. A. Hoffmann,Gioachino Rossini
E. T. A. Hoffmann,Giuseppe Verdi
E. T. A. Hoffmann,Hector Berlioz
E. T. A. Hoffmann,Heinrich Marschner
E. T. A. Hoffmann,Jacques Offenbach
E. T. A. Hoffmann,Jan Václav Voříšek
E. T. A. Hoffmann,Jean-Jacques Rousseau
E. T. A. Hoffmann,José Melchor Gomis
E. T. A. Hoffmann,Louis Niedermeyer
E. T. A. Hoffmann,Louis Spohr
E. T. A. Hoffmann,Ludwig van Beethoven
E. T. A. Hoffmann,Luigi Cherubini
E. T. A. Hoffmann,Modest Mussorgsky
E. T. A. Hoffmann,Niccolò Paganini
E. T. A. Hoffmann,Nikolai Rimsky-Korsakov
E. T. A. Hoffmann,Pyotr Ilyich Tchaikovsky
E. T. A. Hoffmann,Richard Wagner
E. T. A. Hoffmann,Robert Franz
E. T. A. Hoffmann,Robert Schumann
E. T. A. Hoffmann,Sigismond Thalberg
E. T. A. Hoffmann,Stanisław Moniuszko
E. T. A. Hoffmann,Vincenzo Bellini
E. T. A. Hoffmann,Wolfgang Amadeus Mozart
E. T. A. Hoffmann,Émile Prudent
E. T. A. Hoffmann,Étienne Méhul
Josef Rheinberger,Engelbert Humperdinck (composer)
Josef Rheinberger,Ermanno Wolf-Ferrari
Josef Rheinberger,Johann Sebastian Bach
Josef Rheinberger,Richard Strauss
Josef Rheinberger,Robert Schumann
Josef Rheinberger,Wilhelm Furtwängler
Gerald Finzi,Capel Bond
Gerald Finzi,Edmund Rubbra
Gerald Finzi,Edward Bairstow
Gerald Finzi,Ernest Bloch
Gerald Finzi,Ernest Farrar
Gerald Finzi,Gustav Holst
Gerald Finzi,Ivor Gurney
Gerald Finzi,Johann Sebastian Bach
Gerald Finzi,Kenneth Leighton
Gerald Finzi,Ralph Vaughan Williams
Ivana Loudová,Emil Hlobil
Ivana Loudová,Olivier Messiaen
Johann Gottlieb Graun,Carl Heinrich Graun
Johann Gottlieb Graun,Giuseppe Tartini
Johann Gottlieb Graun,Johann Georg Pisendel
Johann Gottlieb Graun,Johann Sebastian Bach
Johann Gottlieb Graun,Wilhelm Friedemann Bach
Jean Guillou,César Franck
Jean Guillou,Johann Sebastian Bach
Jean Guillou,Julius Reubke
Jean Guillou,Marcel Dupré
Jean Guillou,Maurice Duruflé
Jean Guillou,Olivier Messiaen
John Thow,Earl Kim
John Thow,Franco Donatoni
John Thow,Luciano Berio
John Thow,Luigi Dallapiccola
Ivan Mane Jarnović,Joseph Haydn
José Bragato,Manuel de Falla
Svetozar Sasa Kovacevic,Rudolf Brucci
Svetozar Sasa Kovacevic,Vasilije Mokranjac
Wojciech Kilar,Frédéric Chopin
Wojciech Kilar,Henryk Górecki
Wojciech Kilar,Johann Sebastian Bach
Wojciech Kilar,Karol Szymanowski
Wojciech Kilar,Krzysztof Penderecki
Wojciech Kilar,Ludwig van Beethoven
Wojciech Kilar,Nadia Boulanger
Johann Philipp Kirnberger,Johann Sebastian Bach
Camillo Togni,Aaron Copland
Camillo Togni,Aldo Clementi
Camillo Togni,Alfredo Casella
Camillo Togni,Arnold Schoenberg
Camillo Togni,Bruno Maderna
Camillo Togni,Charles Wuorinen
Camillo Togni,Denis ApIvor
Camillo Togni,Ernst Krenek
Camillo Togni,Gottfried Michael Koenig
Camillo Togni,Henri Pousseur
Camillo Togni,Henryk Górecki
Camillo Togni,Jacques Calonne
Camillo Togni,Jean Barraqué
Camillo Togni,Josef Matthias Hauer
Camillo Togni,Juan Carlos Paz
Camillo Togni,Jürg Baur
Camillo Togni,Karlheinz Stockhausen
Camillo Togni,Krzysztof Penderecki
Camillo Togni,Louis Andriessen
Camillo Togni,Luciano Berio
Camillo Togni,Luigi Dallapiccola
Camillo Togni,Luigi Nono
Camillo Togni,Nikos Skalkottas
Camillo Togni,Pierre Boulez
Camillo Togni,Richard Barrett (composer)
Johann Michael Bach III,Carl Philipp Emanuel Bach
Johann Michael Bach III,Johann Bernhard Bach
Johann Michael Bach III,Johann Christoph Bach
Johann Michael Bach III,Johann Christoph Friedrich Bach
Johann Michael Bach III,Johann Ludwig Bach
Johann Michael Bach III,Johann Michael Bach
Johann Michael Bach III,Johann Sebastian Bach
Johann Michael Bach III,Wilhelm Friedemann Bach
Alessandro Scarlatti,Domenico Cimarosa
Alessandro Scarlatti,Francesco Durante
Alessandro Scarlatti,Francesco Scarlatti
Alessandro Scarlatti,Giacomo Carissimi
Alessandro Scarlatti,Giovanni Battista Pergolesi
Alessandro Scarlatti,Giovanni Bononcini
Alessandro Scarlatti,Giovanni Legrenzi
Alessandro Scarlatti,Giovanni Paisiello
Alessandro Scarlatti,Johann Sebastian Bach
Alessandro Scarlatti,Leonardo Leo
Alessandro Scarlatti,Leonardo Vinci
Alessandro Scarlatti,Ludwig van Beethoven
Alessandro Scarlatti,Niccolò Jommelli
Alessandro Scarlatti,Niccolò Piccinni
Alessandro Scarlatti,Tommaso Traetta
Richard Beaudoin,Johann Sebastian Bach
Richard Beaudoin,Michael Finnissy
Richard Beaudoin,Pablo Casals
Peire Raimon de Tolosa,Bertran de Born
Zoltán Kodály,Arvo Pärt
Zoltán Kodály,Béla Bartók
Zoltán Kodály,Ernő Dohnányi
Zoltán Kodály,Eugen Suchoň
Zoltán Kodály,Ferenc Farkas
Zoltán Kodály,György Kurtág
Zoltán Kodály,Henryk Górecki
Zoltán Kodály,Ján Cikker
Zoltán Kodály,Krzysztof Penderecki
Zoltán Kodály,Pancho Vladigerov
Zoltán Kodály,Pēteris Vasks
Zoltán Kodály,Theodore Antoniou
Zoltán Kodály,Ștefan Niculescu
Richard Wagner,Alexander Dargomyzhsky
Richard Wagner,Alexander von Zemlinsky
Richard Wagner,Anton Bruckner
Richard Wagner,Arnold Schoenberg
Richard Wagner,Bedřich Smetana
Richard Wagner,Bettina von Arnim
Richard Wagner,Carl Loewe
Richard Wagner,Carl Maria von Weber
Richard Wagner,Clara Schumann
Richard Wagner,Claude Debussy
Richard Wagner,César Franck
Richard Wagner,Daniel Auber
Richard Wagner,E. T. A. Hoffmann
Richard Wagner,Edvard Grieg
Richard Wagner,Fanny Mendelssohn
Richard Wagner,Felix Mottl
Richard Wagner,Ferdinand David (musician)
Richard Wagner,Ferdinand Hiller
Richard Wagner,Ferdinand Praeger
Richard Wagner,Franz Liszt
Richard Wagner,Friedrich Kalkbrenner
Richard Wagner,Friedrich Nietzsche
Richard Wagner,Frédéric Chopin
Richard Wagner,Félicien David
Richard Wagner,Gabriel Fauré
Richard Wagner,Gaetano Donizetti
Richard Wagner,Gaspare Spontini
Richard Wagner,George Onslow (composer)
Richard Wagner,Giacomo Meyerbeer
Richard Wagner,Gioachino Rossini
Richard Wagner,Giuseppe Verdi
Richard Wagner,Gustav Mahler
Richard Wagner,Hanns Eisler
Richard Wagner,Hans von Bülow
Richard Wagner,Hector Berlioz
Richard Wagner,Heinrich Marschner
Richard Wagner,Hugo Wolf
Richard Wagner,Jan Václav Voříšek
Richard Wagner,Jean-Jacques Rousseau
Richard Wagner,Jonathan Harvey (composer)
Richard Wagner,José Melchor Gomis
Richard Wagner,Jules Massenet
Richard Wagner,Louis Niedermeyer
Richard Wagner,Louis Spohr
Richard Wagner,Ludwig van Beethoven
Richard Wagner,Luigi Cherubini
Richard Wagner,Modest Mussorgsky
Richard Wagner,Niccolò Paganini
Richard Wagner,Nikolai Rimsky-Korsakov
Richard Wagner,Paul Hindemith
Richard Wagner,Pyotr Ilyich Tchaikovsky
Richard Wagner,Richard Strauss
Richard Wagner,Robert Franz
Richard Wagner,Robert Schumann
Richard Wagner,Sigismond Thalberg
Richard Wagner,Stanisław Moniuszko
Richard Wagner,Vincenzo Bellini
Richard Wagner,Wilhelm Furtwängler
Richard Wagner,Wolfgang Amadeus Mozart
Richard Wagner,Émile Prudent
Richard Wagner,Étienne Méhul
Jürg Baur,Aaron Copland
Jürg Baur,Aldo Clementi
Jürg Baur,Antonín Dvořák
Jürg Baur,Arnold Schoenberg
Jürg Baur,Bernd Alois Zimmermann
Jürg Baur,Bruno Maderna
Jürg Baur,Béla Bartók
Jürg Baur,Carlo Gesualdo
Jürg Baur,Charles Wuorinen
Jürg Baur,Denis ApIvor
Jürg Baur,Ernst Krenek
Jürg Baur,Gottfried Michael Koenig
Jürg Baur,Henri Pousseur
Jürg Baur,Henryk Górecki
Jürg Baur,Jacques Calonne
Jürg Baur,Jean Barraqué
Jürg Baur,Johann Sebastian Bach
Jürg Baur,Johann Strauss II
Jürg Baur,Josef Matthias Hauer
Jürg Baur,Juan Carlos Paz
Jürg Baur,Karlheinz Stockhausen
Jürg Baur,Krzysztof Penderecki
Jürg Baur,Louis Andriessen
Jürg Baur,Luciano Berio
Jürg Baur,Luigi Dallapiccola
Jürg Baur,Luigi Nono
Jürg Baur,Nikos Skalkottas
Jürg Baur,Pierre Boulez
Jürg Baur,Richard Barrett (composer)
Jürg Baur,Robert Schumann
Jürg Baur,Wolfgang Amadeus Mozart
Antonio Brunelli,Giovanni Maria Nanino
Samuil Feinberg,Johann Sebastian Bach
Samuil Feinberg,Pyotr Ilyich Tchaikovsky
Carlotta Ferrari,Ambroise Thomas
Gwyneth Walker,Aaron Copland
Gwyneth Walker,Charles Ives
Jean Barraqué,Aaron Copland
Jean Barraqué,Aldo Clementi
Jean Barraqué,Arnold Schoenberg
Jean Barraqué,Arthur Honegger
Jean Barraqué,Bill Hopkins (composer)
Jean Barraqué,Bruno Maderna
Jean Barraqué,Charles Wuorinen
Jean Barraqué,Claude Debussy
Jean Barraqué,Denis ApIvor
Jean Barraqué,Earle Brown
Jean Barraqué,Ernst Krenek
Jean Barraqué,Franco Donatoni
Jean Barraqué,Friedrich Nietzsche
Jean Barraqué,Gottfried Michael Koenig
Jean Barraqué,Henri Pousseur
Jean Barraqué,Henryk Górecki
Jean Barraqué,Iannis Xenakis
Jean Barraqué,Jacques Calonne
Jean Barraqué,Jean Langlais
Jean Barraqué,Johann Sebastian Bach
Jean Barraqué,John Cage
Jean Barraqué,Josef Matthias Hauer
Jean Barraqué,Juan Carlos Paz
Jean Barraqué,Jürg Baur
Jean Barraqué,Karlheinz Stockhausen
Jean Barraqué,Krzysztof Penderecki
Jean Barraqué,Louis Andriessen
Jean Barraqué,Luciano Berio
Jean Barraqué,Luigi Dallapiccola
Jean Barraqué,Luigi Nono
Jean Barraqué,Mauricio Kagel
Jean Barraqué,Nikos Skalkottas
Jean Barraqué,Olivier Messiaen
Jean Barraqué,Pierre Boulez
Jean Barraqué,Pierre Schaeffer
Jean Barraqué,Richard Barrett (composer)
Maia Ciobanu,Felicia Donceanu
Maia Ciobanu,Ion Nonna Otescu
Maia Ciobanu,Irina Odagescu
Maia Ciobanu,Pascal Bentoiu
Maia Ciobanu,Roman Vlad
Maia Ciobanu,Tudor Ciortea
Philippe Boesmans,Claudio Monteverdi
Philippe Boesmans,Henri Pousseur
Edgar Manas,Aram Khachaturian
Edgar Manas,Florent Schmitt
Edgar Manas,Robert Schumann
Gena Branscombe,Engelbert Humperdinck (composer)
Robert Xavier Rodriguez,Nadia Boulanger
Blagoje Bersa,Robert Fuchs
Jens Joneleit,Anton Bruckner
Jens Joneleit,Friedrich Nietzsche
Jens Joneleit,Wolfgang Rihm
Joseph Marx,Johann Nepomuk David
Conradin Kreutzer,Carl Maria von Weber
Conradin Kreutzer,Johann Georg Albrechtsberger
Conradin Kreutzer,Joseph Haydn
Cecil Coles,Edward Elgar
Cecil Coles,Gustav Holst
Cecil Coles,Ivor Gurney
Cecil Coles,Maurice Ravel
Cecil Coles,Ralph Vaughan Williams
Morten Lauridsen,Halsey Stevens
Morten Lauridsen,Paul Mealor
Ernst Krenek,Aaron Copland
Ernst Krenek,Aldo Clementi
Ernst Krenek,Arnold Schoenberg
Ernst Krenek,Bruno Maderna
Ernst Krenek,Charles Wuorinen
Ernst Krenek,Denis ApIvor
Ernst Krenek,Eduard Erdmann
Ernst Krenek,Franz Schreker
Ernst Krenek,Gladys Nordenstrom
Ernst Krenek,Gottfried Michael Koenig
Ernst Krenek,Gustav Mahler
Ernst Krenek,Halim El-Dabh
Ernst Krenek,Henri Pousseur
Ernst Krenek,Henryk Górecki
Ernst Krenek,Igor Stravinsky
Ernst Krenek,Jacques Calonne
Ernst Krenek,Jean Barraqué
Ernst Krenek,Josef Matthias Hauer
Ernst Krenek,Juan Carlos Paz
Ernst Krenek,Jürg Baur
Ernst Krenek,Karlheinz Stockhausen
Ernst Krenek,Krzysztof Penderecki
Ernst Krenek,Louis Andriessen
Ernst Krenek,Luciano Berio
Ernst Krenek,Luigi Dallapiccola
Ernst Krenek,Luigi Nono
Ernst Krenek,Nikos Skalkottas
Ernst Krenek,Pierre Boulez
Ernst Krenek,Richard Barrett (composer)
Ernst Krenek,Roque Cordero
Ernst Krenek,Will Ogdon
Jan Křtitel Kuchař,Josef Seger
Ester Mägi,Mart Saar
Ester Mägi,Vissarion Shebalin
Francesco Scarlatti,Alessandro Scarlatti
Francesco Scarlatti,George Frideric Handel
Oliver Weeks,Robin Holloway
Arthur Willner,Béla Bartók
John Eaton (composer),Alois Hába
John Eaton (composer),Charles Ives
John Eaton (composer),Ezra Sims
John Eaton (composer),Harry Partch
John Eaton (composer),Julián Carrillo
John Eaton (composer),Lou Harrison
John Eaton (composer),Mildred Couper
John Eaton (composer),Wendy Carlos
Johann Joachim Quantz,Alessandro Scarlatti
Johann Joachim Quantz,Carl Philipp Emanuel Bach
Johann Joachim Quantz,Francesco Gasparini
Johann Joachim Quantz,Johann Georg Pisendel
Johann Joachim Quantz,Michel Blavet
Johann Joachim Quantz,Pierre-Gabriel Buffardin
Zoran Hristić,Arnold Schoenberg
Zoran Hristić,Dubravko Detoni
Zoran Hristić,Krzysztof Penderecki
Zoran Hristić,Petar Bergamo
Zoran Hristić,Rajko Maksimović
Zoran Erić,Aleksandra Vrebalov
Joël-François Durand,Brian Ferneyhough
Joël-François Durand,Bülent Arel
Joël-François Durand,György Ligeti
Joël-François Durand,Luciano Berio
Matthew Dewey,Constantine Koukias
Matthew Dewey,Don Kay (composer)
Max Bruch,Arnold Schoenberg
Max Bruch,Ernest Bloch
Max Bruch,Ferdinand Hiller
Max Bruch,Franz Liszt
Max Bruch,Joseph Joachim
Max Bruch,Richard Wagner
Max Bruch,Robert Schumann
Rudi Spring,Bohuslav Martinů
Rudi Spring,Graham Waterhouse
Rudi Spring,Heinz Winbeck
Rudi Spring,Jens Josef
Rudi Spring,Luciano Berio
Rudi Spring,Wilhelm Killmayer
Luigi Arditi,Gioachino Rossini
Elena Firsova,Alexander Knaifel
Elena Firsova,Dmitri Shostakovich
Elena Firsova,Edison Denisov
Elena Firsova,Igor Stravinsky
Elena Firsova,Ludwig van Beethoven
Elena Firsova,Nikolai Roslavets
Elena Firsova,Philip Herschkowitz
Elena Firsova,Sofia Gubaidulina
Elena Firsova,Vyacheslav Artyomov
Johann Gottlieb Goldberg,Carl Philipp Emanuel Bach
Johann Gottlieb Goldberg,Johann Nikolaus Forkel
Johann Gottlieb Goldberg,Johann Sebastian Bach
Johann Gottlieb Goldberg,Wilhelm Friedemann Bach
John Pickard (composer),Edward Elgar
John Pickard (composer),Louis Andriessen
John Pickard (composer),William Mathias
Felix Mottl,Christoph Willibald Gluck
Felix Mottl,Franz Lachner
Felix Mottl,Hans von Bülow
Felix Mottl,Hector Berlioz
Felix Mottl,Richard Strauss
Felix Mottl,Richard Wagner
Pablo de Sarasate,Alexander Mackenzie (composer)
Pablo de Sarasate,Anthony Burgess
Pablo de Sarasate,François-Adrien Boieldieu
Pablo de Sarasate,Gioachino Rossini
Pablo de Sarasate,Henryk Wieniawski
Pablo de Sarasate,Max Bruch
Pablo de Sarasate,Édouard Lalo
Fritz Geißler,Boris Blacher
Paolo Tosti,Saverio Mercadante
Abraham van den Kerckhoven,Johann Jakob Froberger
Abraham van den Kerckhoven,Peeter Cornet
Paolo Agostino,Giovanni Battista Martini
Paolo Agostino,Giovanni Bernardino Nanino
Paolo Agostino,Vincenzo Ugolini
Alexander Tcherepnin,Akira Ifukube
Alexander Tcherepnin,Alexander Glazunov
Alexander Tcherepnin,Alexandre Tansman
Alexander Tcherepnin,Anatoly Lyadov
Alexander Tcherepnin,Bohuslav Martinů
Alexander Tcherepnin,Conrad Beck
Alexander Tcherepnin,Domenico Zipoli
Alexander Tcherepnin,Edgard Varèse
Alexander Tcherepnin,Fumio Hayasaka
Alexander Tcherepnin,Gloria Coates
Alexander Tcherepnin,Jiang Wen-Ye
Alexander Tcherepnin,Marcel Mihalovici
Alexander Tcherepnin,Nikolai Rimsky-Korsakov
Alexander Tcherepnin,Nikolai Tcherepnin
Gayane C'ebotaryan,Aram Khachaturian
Pierre Dumage,Louis Marchand
Pierre Dumage,Nicolas Lebègue
Mario Davidovsky,Aaron Copland
Mario Davidovsky,Alvin Lucier
Mario Davidovsky,Charles Wuorinen
Mario Davidovsky,David Del Tredici
Mario Davidovsky,Larry Austin
Mario Davidovsky,Laurie Anderson
Mario Davidovsky,Pauline Oliveros
Mario Davidovsky,Wendy Carlos
Ignacy Jan Paderewski,Claude Debussy
Ignacy Jan Paderewski,Edward Elgar
Ignacy Jan Paderewski,Franz Liszt
Ignacy Jan Paderewski,Ludwig van Beethoven
Ignacy Jan Paderewski,Theodor Leschetizky
Marco Rizo,Ernesto Lecuona
Marco Rizo,Ignacio Cervantes
Marco Rizo,Igor Stravinsky
Marco Rizo,Mario Castelnuovo-Tedesco
Ed Bennett,Heiner Goebbels
Ed Bennett,James MacMillan
Ed Bennett,Michael Finnissy
Olli Mustonen,Bohuslav Martinů
Olli Mustonen,Dmitri Shostakovich
Olli Mustonen,Edvard Grieg
Olli Mustonen,Ferruccio Busoni
Olli Mustonen,Frédéric Chopin
Olli Mustonen,Igor Stravinsky
Olli Mustonen,Jean Sibelius
Olli Mustonen,Johann Sebastian Bach
Olli Mustonen,Leoš Janáček
Olli Mustonen,Ludwig van Beethoven
Olli Mustonen,Mily Balakirev
Olli Mustonen,Modest Mussorgsky
Olli Mustonen,Olivier Messiaen
Olli Mustonen,Ottorino Respighi
Olli Mustonen,Paul Hindemith
Olli Mustonen,Pyotr Ilyich Tchaikovsky
Olli Mustonen,Sergei Prokofiev
Olli Mustonen,Sergei Rachmaninoff
Olli Mustonen,Wolfgang Amadeus Mozart
George Dreyfus,Karlheinz Stockhausen
Pancho Vladigerov,Aram Khachaturian
Pancho Vladigerov,Arvo Pärt
Pancho Vladigerov,Dmitri Shostakovich
Pancho Vladigerov,Dobri Hristov
Pancho Vladigerov,Eugen Suchoň
Pancho Vladigerov,Ferenc Farkas
Pancho Vladigerov,Friedrich Gernsheim
Pancho Vladigerov,Frédéric Chopin
Pancho Vladigerov,György Kurtág
Pancho Vladigerov,Henryk Górecki
Pancho Vladigerov,Ján Cikker
Pancho Vladigerov,Krzysztof Penderecki
Pancho Vladigerov,Pēteris Vasks
Pancho Vladigerov,Richard Strauss
Pancho Vladigerov,Stefan Remenkov
Pancho Vladigerov,Theodore Antoniou
Pancho Vladigerov,Zoltán Kodály
Pancho Vladigerov,Ștefan Niculescu
Robert Suderburg,Arnold Schoenberg
Johannes Nucius,Johann Gottfried Walther
Johannes Nucius,John Cage
Johannes Nucius,John Dunstaple
Johannes Nucius,Michael Praetorius
Oliver Knussen,Alexander Goehr
Oliver Knussen,Benjamin Britten
Oliver Knussen,Igor Stravinsky
Oliver Knussen,Judith Weir
Oliver Knussen,Modest Mussorgsky
Oliver Knussen,Poul Ruders
Oliver Knussen,Robin Holloway
Oliver Knussen,Ruth Crawford Seeger
Joseph Ryelandt,Arthur Honegger
Joseph Ryelandt,Jules Van Nuffel
Joseph Ryelandt,Ludwig van Beethoven
Eugène Bozza,Darius Milhaud
Eugène Bozza,Igor Stravinsky
Madeleine Dring,Herbert Howells
Madeleine Dring,Ralph Vaughan Williams
Gustavo Díaz-Jerez,Gérard Grisey
Antônio Carlos Gomes,Franz Liszt
Antônio Carlos Gomes,Giacomo Puccini
Antônio Carlos Gomes,Giuseppe Verdi
Pierre Rode,François-Adrien Boieldieu
Pierre Rode,Giovanni Battista Viotti
Pierre Rode,Louis Spohr
Pierre Rode,Ludwig van Beethoven
Pierre Rode,Rodolphe Kreutzer
Philipp Jakob Riotte,Johann Anton André
Philipp Jakob Riotte,Ludwig van Beethoven
Philipp Jakob Riotte,Wolfgang Amadeus Mozart
José Vianna da Motta,Ferruccio Busoni
José Vianna da Motta,Franz Liszt
José Vianna da Motta,Hans von Bülow
José Vianna da Motta,Johann Sebastian Bach
José Vianna da Motta,Ludwig van Beethoven
José Vianna da Motta,Philipp Scharwenka
José Vianna da Motta,Xaver Scharwenka
Levko Revutsky,Mykola Leontovych
Levko Revutsky,Mykola Lysenko
Levko Revutsky,Valentin Silvestrov
Levko Revutsky,Viktor Kosenko
Johann Georg Lickl,Johann Anton André
Johann Georg Lickl,Joseph Haydn
Stefano Felis,Carlo Gesualdo
